id,address,zip,lat,lon,neighborhood,sale_date,sqft,bedrooms,bathrooms,floors,year_built,renovated,lot_size,garage,pool,school_rating,crime_rate,proximity_km,price,property_tax,hoa_fee
780,5386 Lake Blvd,94092,37.749245,-122.40309,OldTown,2024-02-18,1280.21,4,1,2,1947,1,3931.9,2,0,4.8,54.5,2.74,236516.45,1639.46,0.0
781,7304 Elm Rd,94093,37.800814,-122.4614,OldTown,2024-05-23,1858.66,2,1,3,1963,0,10855.97,0,0,7.9,46.8,4.99,409424.05,2559.46,0.0
782,6904 Maple St,94090,37.759539,-122.391387,Riverside,2024-06-25,1671.45,2,2,2,1948,1,10017.51,1,0,9.5,25.0,2.77,383002.49,2740.79,0.0
783,2385 Maple Dr,94096,37.732617,-122.406853,Uptown,2024-10-20,1455.09,4,2,1,1982,0,8729.89,2,1,9.5,66.8,4.31,358583.7,1950.53,0.0
784,6471 Lake Ave,94113,37.744287,-122.358766,OldTown,2021-09-28,2558.39,4,3,2,1972,1,8667.09,1,0,5.5,46.9,6.08,508566.22,5640.72,0.0
785,9880 Hill Ave,94111,37.76526,-122.450823,Uptown,2024-09-22,679.8,2,2,1,1983,0,6941.24,1,0,10.0,48.3,2.76,216619.72,2492.32,0.0
786,7419 Lake Rd,94112,37.785055,-122.425065,SuburbB,2024-07-28,1995.46,3,1,1,1906,0,9821.15,1,0,5.0,58.6,1.73,152885.8,1963.95,0.0
787,7985 Oak Rd,94122,37.775001,-122.449028,Uptown,2022-08-04,2477.17,3,2,1,1993,0,8370.86,0,0,9.4,36.1,2.61,583574.48,7850.66,500.0
788,8020 Cedar St,94112,37.731863,-122.399649,Downtown,2022-01-28,1181.04,3,1,3,2020,1,1854.72,1,0,10.0,22.8,4.59,510237.55,5893.95,300.0
789,4561 Sunset Ln,94091,37.770443,-122.384099,Riverside,2022-10-11,2382.91,4,4,2,1941,0,3859.07,0,0,10.0,30.4,3.15,572690.51,6129.28,0.0
790,9392 Sunset Dr,94102,37.776358,-122.440683,Riverside,2023-04-11,1708.88,5,1,3,1979,0,2824.0,1,0,7.5,47.9,1.95,436913.98,4679.78,0.0
791,611 River Ln,94098,37.719851,-122.424298,Downtown,2025-04-26,2521.54,3,3,2,2021,0,11886.34,1,0,8.1,43.6,5.58,560518.69,2906.95,0.0
792,7813 River Dr,94114,37.774818,-122.381001,SuburbA,2024-04-17,1896.42,3,1,2,2018,1,2436.64,1,0,6.3,38.5,3.46,346895.17,2742.07,0.0
793,4842 River Rd,94095,37.781547,-122.455496,SuburbA,2024-02-10,1744.76,3,1,1,1933,0,10379.09,1,0,9.5,49.0,3.37,235568.61,2147.6,0.0
794,2330 Elm Blvd,94124,37.774256,-122.373042,Downtown,2021-11-26,1090.49,2,1,1,1936,0,5030.48,1,1,9.1,46.6,4.15,222936.85,1633.06,0.0
795,271 Maple Blvd,94113,37.76361,-122.433224,Uptown,2025-03-28,946.28,3,2,2,1969,0,9026.83,1,1,9.2,47.7,1.36,222048.37,3310.33,0.0
796,1968 Sunset Blvd,94120,37.75868,-122.451822,SuburbB,2024-05-07,1774.38,5,2,2,1985,0,4037.74,0,0,5.7,49.8,3.06,231462.19,1360.74,0.0
797,593 Hill Ln,94095,37.779896,-122.484888,Downtown,2022-12-23,2759.6,3,2,2,1961,0,9109.5,1,0,8.5,57.2,5.8,832310.86,5101.97,300.0
798,6838 River Blvd,94107,37.757744,-122.456373,Downtown,2024-03-15,1267.64,4,2,1,1959,1,5821.21,0,0,8.5,51.2,3.47,317966.78,4284.51,0.0
799,686 Elm Ave,94123,37.787955,-122.406085,Riverside,2021-06-27,2071.41,2,3,3,1934,1,5645.08,2,0,5.4,31.4,2.34,311996.39,2265.19,0.0
800,8217 Elm Blvd,94085,37.774264,-122.399638,Uptown,2021-06-17,3197.11,3,3,1,1989,1,1818.79,1,0,8.3,35.9,1.85,799165.16,6719.94,0.0
801,2540 Washington Ave,94091,37.759221,-122.417267,OldTown,2025-09-15,2518.16,3,3,3,2015,0,6263.72,0,1,5.8,53.6,1.22,552542.52,7527.89,0.0
802,9424 Lake St,94115,37.750149,-122.471637,Riverside,2022-07-20,1873.66,3,1,3,1932,1,926.2,2,0,7.2,45.6,5.04,272131.64,1848.06,0.0
803,7247 Cedar Ln,94112,37.784555,-122.384006,Uptown,2025-09-17,2078.04,3,3,2,1932,1,8983.18,0,0,8.0,40.5,3.55,761675.63,3956.76,0.0
804,5244 Cedar Blvd,94092,37.778991,-122.40203,Uptown,2022-10-02,1589.38,4,2,1,1945,0,2110.15,1,0,9.0,45.7,1.87,284199.59,4067.78,0.0
805,9837 Maple Blvd,94115,37.746439,-122.409999,Riverside,2023-09-02,1649.41,2,2,3,2009,0,11067.36,2,0,6.5,29.0,2.76,599632.16,8702.2,0.0
806,878 Sunset Rd,94111,37.772868,-122.434127,OldTown,2025-08-23,1725.28,4,2,2,1964,0,3554.08,1,0,6.3,85.4,1.28,299973.99,3168.27,0.0
807,1514 Cedar Rd,94106,37.787419,-122.378799,Riverside,2021-06-22,1760.23,3,2,1,1935,1,8603.14,1,0,10.0,46.4,4.1,485677.25,3381.43,0.0
808,825 Elm Ln,94121,37.735237,-122.420239,SuburbA,2022-07-06,1957.97,3,2,1,1988,0,14975.34,0,0,9.5,44.0,3.86,636113.12,3205.51,0.0
809,8094 River St,94110,37.765926,-122.410993,OldTown,2022-06-12,1387.19,4,1,2,2017,1,8508.97,0,0,5.5,55.1,0.91,254183.89,2397.21,0.0
810,2859 Pine Rd,94096,37.768846,-122.399418,Uptown,2022-09-26,1177.87,2,1,3,1906,0,106.8,1,0,7.4,54.7,1.81,284873.8,2014.39,150.0
811,4808 River Ave,94092,37.782726,-122.40176,Riverside,2023-03-03,1054.16,3,2,1,1974,1,1301.42,1,0,7.9,47.2,2.13,310625.79,4229.27,0.0
812,7419 Maple Rd,94120,37.754626,-122.40232,Downtown,2023-05-07,300,3,2,2,1977,1,9980.27,1,0,8.3,30.3,2.31,129382.72,1871.48,150.0
813,8378 Hill Blvd,94106,37.771449,-122.430254,Downtown,2025-09-14,3013.14,3,1,1,1990,0,9883.63,0,0,10.0,44.8,0.91,1123426.09,8870.07,0.0
814,4418 River Dr,94093,37.72364,-122.408548,SuburbA,2025-04-05,1557.58,2,1,2,1946,1,8628.26,1,0,8.4,44.9,5.24,405084.97,2686.48,0.0
815,9060 Elm Dr,94105,37.78555,-122.416242,Downtown,2024-02-09,2353.42,3,2,1,1976,0,7242.59,1,0,8.3,47.9,1.76,905966.21,12821.79,150.0
816,2191 Pine Ave,94106,37.777206,-122.37201,Downtown,2024-11-10,676.57,3,3,1,1922,1,8643.7,0,0,10.0,40.5,4.29,137505.12,982.26,0.0
817,515 Elm Ave,94105,37.746158,-122.457398,SuburbB,2025-11-07,2278.36,3,4,2,1955,0,5520.09,1,0,6.6,51.4,4.22,356971.99,2448.03,0.0
818,1482 River Rd,94112,37.778792,-122.39316,SuburbA,2025-07-29,885.59,3,4,3,1943,0,5765.35,1,0,6.7,58.1,2.55,180752.66,1338.59,0.0
819,816 Elm Ave,94103,37.786543,-122.404645,OldTown,2021-10-11,2209.88,4,2,1,1935,1,10980.24,1,0,3.8,50.8,2.28,291027.03,4031.11,0.0
820,3502 Sunset St,94113,37.738043,-122.461019,Riverside,2023-09-10,3115.82,4,2,3,1955,0,5378.13,0,0,7.3,51.5,5.05,970912.79,12015.07,0.0
821,2656 Oak Rd,94119,37.757304,-122.450324,OldTown,2026-01-26,1018.0,3,4,3,1975,1,2877.99,0,0,5.5,57.5,3.01,168681.11,2413.77,0.0
822,3252 River Ln,94106,37.744028,-122.429179,SuburbB,2022-07-10,1713.37,2,4,3,1966,0,8496.66,0,0,4.6,53.1,2.99,215250.66,2603.89,0.0
823,6411 Sunset St,94112,37.782491,-122.44946,SuburbB,2024-08-29,1682.32,2,2,3,2008,0,6063.27,2,1,5.7,51.6,2.93,361569.91,2867.95,0.0
824,3004 Oak St,94101,37.806798,-122.410654,Uptown,2025-07-03,1522.19,3,2,1,2006,0,2219.48,1,0,9.7,43.9,4.17,545501.58,6178.32,0.0
825,8398 Oak St,94100,37.796105,-122.390126,SuburbB,2024-10-09,1619.12,2,3,1,1910,0,3511.38,2,0,3.9,80.5,3.91,179194.87,2651.14,0.0
826,5427 Pine Blvd,94115,37.792216,-122.411091,Riverside,2025-05-11,1709.52,2,2,1,1977,0,169.0,1,0,6.8,37.7,2.59,828012.91,7701.42,0.0
827,8508 Hill Blvd,94097,37.768055,-122.406747,SuburbB,2025-03-19,717.54,5,1,2,1934,0,2959.08,1,1,4.7,48.0,1.18,61681.84,852.48,0.0
828,710 Maple Blvd,94087,37.773224,-122.365359,SuburbA,2022-10-08,1023.57,3,1,3,1922,0,12250.85,1,0,5.1,37.7,4.81,139255.82,2003.06,0.0
829,3085 River Rd,94125,37.784049,-122.431607,Riverside,2022-02-02,2960.5,3,3,1,1984,0,7516.46,1,0,5.1,43.3,1.86,786267.68,8929.42,0.0
830,7535 Washington Rd,94104,37.778563,-122.455994,Riverside,2024-04-10,2678.51,3,4,3,1978,1,7393.7,1,0,7.3,50.4,3.3,844600.91,6532.7,0.0
831,8401 Sunset Rd,94119,37.768354,-122.371754,Downtown,2024-11-06,2056.92,3,2,3,2020,1,15041.94,2,0,9.8,29.5,4.24,1153284.02,17098.59,0.0
832,1451 Maple Dr,94089,37.803445,-122.428845,SuburbB,2021-06-03,1063.09,2,4,3,1974,1,12830.42,1,0,7.5,63.6,3.79,119493.2,794.14,0.0
833,309 Sunset St,94087,37.759894,-122.436478,OldTown,2026-02-25,2844.25,4,1,2,1916,0,7030.68,2,0,7.3,58.6,1.83,239686.83,2950.22,0.0
834,2303 Cedar Ave,94087,37.7608,-122.403121,Riverside,2024-08-26,1508.14,4,1,1,1976,0,7749.97,0,0,10.0,19.5,1.8,375392.74,5388.16,0.0
835,3463 Maple Rd,94108,37.772652,-122.389234,Downtown,2022-04-10,2056.31,3,3,3,1982,0,8123.73,1,0,8.9,29.1,2.72,383951.47,3800.77,150.0
836,4486 Hill Rd,94090,37.753144,-122.411196,SuburbB,2021-06-08,1669.84,3,2,3,1911,1,7160.96,1,0,7.2,77.6,2.02,158862.03,2243.4,0.0
837,2171 Cedar Rd,94112,37.750211,-122.361592,SuburbA,2023-08-21,2305.24,4,2,1,1916,0,11130.51,1,0,7.7,56.2,5.58,199423.07,2446.7,0.0
838,2718 Sunset Dr,94116,37.768899,-122.441689,Uptown,2024-11-17,2120.17,4,2,3,1992,0,7804.74,1,0,8.7,39.9,1.91,678063.64,7931.81,0.0
839,2920 Maple Dr,94102,37.748495,-122.451785,Uptown,2023-02-16,1817.82,2,2,1,1940,0,10989.0,1,1,7.5,44.4,3.67,499832.65,6445.22,0.0
840,5858 Cedar Ave,94089,37.74917,-122.425521,Uptown,2025-03-16,2650.84,4,1,2,1905,0,6235.29,1,0,8.6,48.6,2.36,270643.46,1367.77,150.0
841,6671 Oak Ln,94120,37.817801,-122.398072,Riverside,2021-09-07,1635.75,2,1,2,2021,0,9996.89,2,0,8.9,34.4,5.64,613811.09,8892.09,0.0
842,1665 Elm Blvd,94097,37.749446,-122.398877,SuburbA,2021-09-10,1229.91,1,4,3,2012,0,9532.12,0,0,9.0,41.3,2.94,282682.94,3897.98,0.0
843,3194 Hill Rd,94086,37.764848,-122.433944,Riverside,2023-06-27,3395.6,3,2,2,1968,1,7449.44,2,0,9.1,47.3,1.35,701537.69,8685.85,0.0
844,623 Oak Ave,94090,37.796644,-122.398715,Riverside,2024-03-07,686.98,4,2,2,1943,0,6043.36,1,0,7.2,34.7,3.5,160019.45,2238.48,0.0
845,3099 Maple Dr,94109,37.777841,-122.466316,SuburbB,2024-02-25,1774.75,3,1,1,1940,1,10654.68,1,0,8.4,63.4,4.16,324860.26,2377.57,0.0
846,6383 Lake St,94094,37.747252,-122.405712,Downtown,2023-02-20,1607.44,5,2,3,1946,0,8450.27,1,0,9.9,45.6,2.82,308419.39,1941.09,0.0
847,267 Washington Blvd,94121,37.787305,-122.462837,SuburbA,2025-03-09,2849.32,3,1,2,1955,0,8906.62,1,0,6.2,45.4,4.22,378663.36,4433.42,0.0
848,3934 Pine Ln,94093,37.775447,-122.472939,SuburbA,2022-11-01,1531.89,2,2,3,1974,0,6374.18,1,1,7.1,54.3,4.68,291723.77,2502.06,0.0
849,5518 Maple Rd,94088,37.748733,-122.414259,OldTown,2025-06-22,451.03,4,1,1,1924,0,12467.9,1,0,5.2,47.5,2.41,65187.16,574.92,0.0
850,1566 Elm Rd,94108,37.752925,-122.383744,Uptown,2022-08-08,2036.47,2,2,2,1944,0,6847.75,2,1,10.0,21.1,3.7,335581.07,2695.5,0.0
851,7406 Lake St,94093,37.766735,-122.437989,Downtown,2023-04-26,1262.1,4,2,3,2002,1,8569.25,0,1,10.0,47.1,1.62,667570.45,3341.46,150.0
852,7070 Washington Dr,94093,37.802131,-122.417641,SuburbB,2023-05-10,1876.91,1,3,1,1911,0,434.55,2,1,7.4,37.5,3.57,226458.07,1785.19,0.0
853,4201 River St,94097,37.781415,-122.437935,SuburbA,2023-01-13,316.64,2,2,1,2009,1,11006.62,1,0,6.7,61.6,2.02,73008.46,839.82,0.0
854,9150 Oak St,94102,37.786895,-122.413376,Uptown,2024-09-05,2433.02,4,3,3,1914,1,11881.36,2,0,6.4,41.7,1.96,406779.62,3444.09,0.0
855,6372 Pine St,94098,37.760687,-122.438595,Riverside,2021-11-14,1706.12,2,3,3,1982,0,7668.75,1,0,8.4,63.2,1.93,303466.91,3283.27,0.0
856,2857 Washington Dr,94117,37.769558,-122.396307,Downtown,2023-07-11,1628.84,2,4,1,1909,0,9258.27,2,1,10.0,48.4,2.08,368117.97,3496.3,0.0
857,8947 Cedar Dr,94093,37.761276,-122.411763,SuburbA,2021-11-18,1258.73,4,2,1,1982,0,8413.16,1,0,7.0,50.4,1.21,141051.24,1891.64,0.0
858,7881 Oak Rd,94097,37.745194,-122.388223,SuburbA,2025-11-02,2969.13,2,1,1,2007,1,7917.92,1,1,8.8,44.2,3.92,1060920.08,10734.11,0.0
859,3437 River Ave,94119,37.784387,-122.384372,Downtown,2026-04-13,2944.5,2,3,2,1960,1,1611.45,1,1,8.7,25.5,3.51,593040.36,4183.78,0.0
860,5482 Oak St,94088,37.766661,-122.399787,OldTown,2022-06-18,907.94,2,2,2,1921,1,3631.16,2,0,7.5,79.2,1.81,156615.54,1840.68,0.0
861,2878 River Blvd,94124,37.750637,-122.410077,SuburbB,2023-03-15,1476.74,4,1,1,1957,0,8533.99,1,0,6.6,45.6,2.32,263054.25,3571.46,0.0
862,3137 Elm Blvd,94095,37.739428,-122.460835,OldTown,2024-08-26,300,3,3,2,1965,0,2619.06,0,0,6.4,61.5,4.93,33429.67,410.01,0.0
863,2105 Elm Ave,94092,37.770125,-122.470323,Riverside,2024-10-06,2966.88,5,2,3,1966,0,9191.55,1,0,8.4,48.1,4.42,559551.78,4634.32,0.0
864,3857 Washington Rd,94115,37.800469,-122.405903,OldTown,2023-09-10,2193.78,3,3,2,2013,0,13586.2,0,0,6.4,61.3,3.6,656492.64,4582.5,0.0
865,2605 Oak St,94120,37.773247,-122.424477,SuburbB,2021-09-09,1699.47,3,2,1,1940,0,10811.58,1,0,5.7,48.6,0.53,270871.23,2137.32,0.0
866,4094 Washington Rd,94121,37.73232,-122.382936,Riverside,2023-10-02,1639.24,2,1,1,1996,0,8741.14,1,0,8.0,44.0,5.3,414244.19,2341.43,0.0
867,9528 River Rd,94092,37.76955,-122.378632,OldTown,2025-11-17,1942.88,5,1,1,1922,0,7291.66,0,0,5.5,68.1,3.63,254021.15,2132.71,0.0
868,5412 Cedar St,94123,37.740794,-122.443713,SuburbA,2024-10-10,1759.18,2,2,1,1907,0,5474.94,1,0,6.5,50.9,3.85,199871.62,1750.03,0.0
869,5667 Washington Ave,94092,37.744871,-122.388616,SuburbA,2024-12-17,2614.59,3,4,3,1928,0,5941.87,1,0,9.1,44.4,3.92,577167.85,5660.53,0.0
870,1768 Oak St,94111,37.773276,-122.45713,Downtown,2024-11-23,1460.25,2,1,2,1918,0,7567.28,1,1,10.0,24.9,3.28,348890.7,1789.2,0.0
871,8451 Hill Dr,94093,37.78552,-122.44654,SuburbB,2023-02-04,3070.08,2,1,3,2002,0,8292.88,0,0,4.0,55.2,2.9,471915.3,5725.38,0.0
872,9138 Washington Blvd,94087,37.756595,-122.408773,Uptown,2023-08-26,786.08,3,2,2,1992,1,2779.66,0,0,7.3,26.0,1.78,428368.41,3051.06,300.0
873,1851 Washington Rd,94114,37.76729,-122.386053,SuburbA,2022-03-11,2125.85,4,2,3,1920,1,1181.94,1,0,7.5,58.2,2.99,340117.11,2439.41,0.0
874,3105 Oak Rd,94092,37.775123,-122.413559,Uptown,2024-11-21,2469.53,2,3,3,1985,0,6880.88,1,0,9.5,33.5,0.8,573252.23,4221.65,0.0
875,1299 Pine Dr,94091,37.751257,-122.435034,OldTown,2021-12-03,2740.13,5,2,2,1923,0,2950.28,1,0,7.2,59.4,2.46,259341.87,2824.89,0.0
876,1991 Lake Ln,94101,37.73533,-122.384624,Uptown,2022-05-06,2621.55,2,2,2,1924,0,2835.61,1,0,9.2,58.7,4.94,425141.1,5665.97,0.0
877,4748 Washington Blvd,94120,37.797981,-122.476587,OldTown,2026-02-20,855.51,3,2,2,1941,1,774.88,1,0,5.6,61.0,5.86,205781.5,2688.05,0.0
878,4282 Oak Ln,94106,37.781118,-122.430876,OldTown,2025-11-20,1085.66,3,3,3,1937,1,13053.6,1,0,3.8,43.8,1.56,161460.65,880.31,0.0
879,8103 Maple Ln,94097,37.775824,-122.383999,SuburbA,2023-05-17,2772.27,4,2,2,1915,0,9235.84,0,0,6.3,40.2,3.22,581768.46,4854.55,0.0
880,4595 Maple Ln,94119,37.736356,-122.430852,SuburbA,2026-02-23,1122.09,4,2,1,1951,0,8605.97,1,0,7.2,46.5,3.85,168623.6,1073.26,0.0
881,3698 River Blvd,94099,37.796424,-122.429945,Uptown,2024-03-23,311.26,2,2,2,1929,0,9784.84,1,0,8.3,48.2,3.06,66504.69,430.76,300.0
882,9765 Elm Ln,94089,37.762378,-122.392802,Uptown,2023-08-03,1846.07,2,2,3,1934,0,6819.04,0,0,4.8,45.3,2.53,198879.94,2170.46,0.0
883,1773 River St,94116,37.73933,-122.415173,Riverside,2024-09-24,849.65,2,1,1,2001,0,639.1,1,1,5.3,30.3,3.43,206342.42,2577.25,0.0
884,503 Oak Blvd,94115,37.750496,-122.415556,SuburbB,2023-07-12,858.34,4,1,1,1900,0,1710.43,2,0,6.7,45.5,2.2,143353.5,1385.87,0.0
885,9040 Elm Ln,94122,37.792305,-122.444046,SuburbB,2025-07-18,1421.75,4,2,2,1967,0,10986.57,2,1,8.0,53.2,3.25,355784.36,4629.8,0.0
886,2188 Maple Blvd,94086,37.80364,-122.371922,Riverside,2025-10-06,2227.51,2,1,1,2013,0,5123.6,1,0,10.0,57.8,5.63,600061.39,7514.31,0.0
887,4752 River St,94118,37.774033,-122.436859,Uptown,2024-02-18,1875.35,2,2,2,1986,0,4490.94,1,0,7.7,30.9,1.55,657097.2,7322.08,0.0
888,475 Washington Dr,94099,37.771741,-122.404946,SuburbA,2021-12-23,2554.97,4,3,3,1996,0,9889.99,1,0,6.4,47.2,1.33,729040.95,7210.07,0.0
889,5642 Maple St,94121,37.767693,-122.406771,SuburbB,2023-10-31,2772.47,4,1,3,2002,1,7989.05,1,0,7.9,61.6,1.19,488208.52,7228.17,0.0
890,1803 River Rd,94105,37.791279,-122.397216,Uptown,2022-06-25,1345.17,2,4,1,1987,1,6611.82,1,0,9.2,28.9,3.09,487587.54,6158.57,0.0
891,2454 Maple St,94100,37.750312,-122.461952,OldTown,2024-12-15,2204.43,2,3,3,1976,1,7959.58,0,0,8.4,44.1,4.28,472931.6,2620.87,0.0
892,4925 Lake Ln,94102,37.786019,-122.449138,SuburbA,2024-10-24,1937.64,3,4,2,1904,0,8953.39,1,0,7.0,65.7,3.11,391354.09,4895.78,0.0
893,2636 Maple Ave,94104,37.792694,-122.394792,Downtown,2025-05-11,2489.19,4,4,1,1935,0,1262.03,2,0,7.6,48.1,3.35,585205.77,7500.61,0.0
894,634 Hill Rd,94103,37.783525,-122.483897,Riverside,2022-02-20,900.91,4,1,3,2001,1,2884.77,1,0,9.9,45.0,5.8,278979.47,3704.57,0.0
895,1728 Washington Ave,94104,37.757924,-122.386803,Uptown,2022-06-16,1680.3,2,3,3,1943,0,7104.05,2,1,6.7,22.1,3.21,272857.33,2656.23,0.0
896,9603 Hill Rd,94086,37.763997,-122.409646,OldTown,2025-07-21,2734.0,3,2,2,1911,0,8375.42,0,0,4.2,54.6,1.13,260881.58,3354.69,0.0
897,5594 Cedar Ave,94109,37.729175,-122.40213,Riverside,2023-04-21,1767.84,2,4,3,1923,0,8523.15,1,0,9.5,45.0,4.8,262153.76,3187.69,0.0
898,5498 Lake Ave,94088,37.755183,-122.411952,OldTown,2021-05-28,2969.63,4,2,1,1982,1,2768.62,1,0,6.3,62.9,1.79,414304.68,3579.33,0.0
899,1079 Oak St,94086,37.761987,-122.452597,OldTown,2022-07-26,1223.76,2,3,2,1906,0,11392.14,0,0,7.2,74.4,3.0,136742.38,747.37,0.0
900,9164 Hill Blvd,94099,37.758714,-122.389609,SuburbB,2023-05-08,2083.45,4,2,3,1981,0,4928.92,1,0,3.9,74.1,2.95,546429.58,8019.3,0.0
901,809 Hill St,94085,37.753551,-122.366929,OldTown,2025-06-24,1558.21,3,1,2,1954,0,5395.16,0,0,9.2,43.6,5.0,368628.48,4869.73,0.0
902,1960 Washington Dr,94098,37.759365,-122.434152,OldTown,2025-08-26,2616.67,2,2,1,1927,0,9202.52,1,0,8.3,56.9,1.71,469434.27,6789.09,0.0
903,8244 River St,94085,37.776784,-122.429564,Downtown,2022-09-06,1379.07,2,1,3,1944,1,7474.23,0,0,7.2,36.0,1.13,273115.02,2482.41,0.0
904,1677 Hill Ave,94115,37.760373,-122.448344,SuburbA,2024-07-12,1909.15,3,1,3,1910,0,10013.95,1,0,6.9,69.0,2.71,297540.31,4335.68,0.0
905,2129 Hill Ave,94093,37.799798,-122.418587,SuburbB,2024-06-02,1188.47,3,1,3,1970,0,4589.7,1,1,8.9,54.0,3.31,325262.48,1695.64,0.0
906,5057 Washington Ln,94121,37.791062,-122.442603,SuburbB,2022-03-19,2121.8,2,5,2,1937,0,10245.0,1,0,5.3,54.3,3.07,191273.4,2565.95,0.0
907,4744 River St,94102,37.746649,-122.415485,Riverside,2022-03-28,2324.43,4,1,2,1986,0,12731.75,2,0,7.3,32.1,2.62,815718.69,7482.89,0.0
908,6229 Pine Ln,94100,37.780343,-122.454534,OldTown,2024-11-01,2405.15,5,4,3,1999,0,711.76,1,0,5.6,61.1,3.24,285392.4,2970.82,0.0
909,1543 Cedar St,94097,37.761016,-122.392322,Riverside,2023-06-11,1290.51,3,2,1,1976,0,1492.65,0,0,6.6,52.8,2.63,269249.15,3788.64,0.0
910,9514 Maple St,94094,37.775538,-122.425047,SuburbB,2021-10-05,1504.53,4,3,2,1941,0,9081.55,2,0,9.8,39.6,0.76,344739.08,3112.63,0.0
911,7100 Elm Dr,94102,37.762731,-122.405085,SuburbA,2024-10-30,1742.28,2,3,1,1992,0,10670.18,1,0,6.1,50.5,1.54,517216.17,4538.88,0.0
912,714 Sunset St,94118,37.786694,-122.426979,Riverside,2023-10-12,1952.94,1,3,1,1950,0,2584.32,0,0,7.0,49.9,1.95,359570.75,4639.61,0.0
913,7040 River Blvd,94125,37.798345,-122.416297,Uptown,2025-06-28,747.53,2,2,2,2011,1,1198.04,1,0,10.0,61.4,3.16,303536.75,2161.12,300.0
914,3481 Lake St,94109,37.757903,-122.435096,SuburbA,2026-04-19,1922.18,4,3,3,1987,0,11226.55,0,1,6.7,37.5,1.89,271074.96,1364.36,0.0
915,6536 Oak Ave,94096,37.766136,-122.401727,SuburbB,2023-03-28,1623.49,1,2,1,1984,0,11860.74,1,0,5.0,58.7,1.66,319323.21,4451.32,0.0
916,4457 River Dr,94109,37.776713,-122.422276,Downtown,2024-07-10,2636.09,3,2,3,1937,1,7203.88,1,0,8.4,30.6,0.77,451771.04,5036.48,0.0
917,5945 Lake Dr,94116,37.780669,-122.383518,Uptown,2022-01-31,1785.76,2,2,1,1944,0,7784.55,0,1,10.0,42.9,3.41,546237.49,5535.79,0.0
918,9498 River Blvd,94125,37.769959,-122.462686,Riverside,2021-11-14,2717.26,4,1,1,1988,1,5069.5,2,0,5.7,49.4,3.75,1066403.22,12489.61,0.0
919,1722 Hill Ln,94102,37.769798,-122.449101,SuburbB,2026-04-28,2535.12,2,1,2,1900,0,988.98,1,1,9.0,64.2,2.55,347356.66,4480.45,0.0
920,7032 Elm Ave,94093,37.758333,-122.397425,Downtown,2023-10-11,821.01,3,4,3,1903,0,10725.29,1,0,8.6,41.3,2.37,190218.92,2513.06,0.0
921,1917 Maple Rd,94114,37.795307,-122.453267,SuburbB,2025-04-21,1806.38,3,3,3,1976,0,7745.09,1,0,6.0,56.2,4.05,258487.36,3084.42,0.0
922,2201 Washington Rd,94105,37.76573,-122.411552,Uptown,2021-11-16,1732.15,3,1,2,1932,0,5523.61,2,1,4.8,37.3,0.88,237783.29,2517.43,0.0
923,6086 Maple Ln,94088,37.801482,-122.439495,SuburbA,2022-08-08,2051.94,2,3,3,1939,1,12701.3,1,0,4.3,36.6,3.89,603314.98,3176.97,0.0
924,627 Sunset Ave,94087,37.764878,-122.38803,SuburbB,2022-01-09,2294.86,4,2,3,1922,0,11106.84,0,0,4.5,64.4,2.86,219005.96,3256.45,0.0
925,3619 Elm Blvd,94102,37.750027,-122.407125,SuburbA,2024-09-01,2749.45,2,2,1,1948,0,6490.28,1,0,8.1,47.3,2.49,441453.93,3787.32,0.0
926,9522 Cedar Blvd,94094,37.759345,-122.385989,Downtown,2021-07-14,2238.2,2,3,3,1961,0,8118.16,0,1,10.0,35.0,3.21,377531.14,3220.34,0.0
927,7427 Washington St,94116,37.738908,-122.449109,Downtown,2024-10-17,1909.98,3,2,3,1916,0,8049.03,2,0,10.0,34.8,4.29,381024.57,4330.41,0.0
928,7770 Hill Ave,94122,37.797222,-122.381986,Riverside,2025-05-18,1834.25,4,2,1,1937,0,7467.2,0,1,7.4,34.9,4.5,244903.42,1312.01,0.0
929,4538 Elm St,94108,37.782582,-122.419388,Uptown,2024-07-24,434.63,3,3,2,1935,0,7953.34,1,0,8.0,22.0,1.4,86332.36,1025.26,0.0
930,2113 Elm Dr,94098,37.774323,-122.433224,SuburbA,2022-10-18,1337.81,3,2,2,1926,0,7456.98,1,1,6.2,45.8,1.26,250701.59,2234.66,0.0
931,8501 Oak Blvd,94121,37.791101,-122.39598,SuburbA,2025-11-23,2011.62,3,1,1,1922,1,8595.2,0,1,7.9,48.8,3.15,339189.84,3428.35,0.0
932,6720 Elm Dr,94089,37.773839,-122.397874,SuburbB,2025-02-15,300,3,3,3,1935,1,8122.31,1,0,9.0,46.0,1.99,47563.91,432.21,0.0
933,676 Cedar Dr,94102,37.74466,-122.477647,SuburbA,2025-01-10,2828.62,4,3,3,1960,1,1408.1,1,0,5.7,45.9,5.79,827242.01,8833.65,0.0
934,683 Hill Blvd,94091,37.783778,-122.471261,Riverside,2021-11-22,2054.93,3,2,3,1953,0,4063.78,0,0,9.1,39.7,4.75,317218.06,4101.04,0.0
935,2813 Pine Ln,94086,37.784432,-122.409852,Riverside,2025-03-09,1720.08,2,2,3,1986,1,3628.17,2,0,8.5,53.3,1.83,448406.73,4803.21,0.0
936,8755 Washington Rd,94125,37.785728,-122.363341,Downtown,2025-09-05,454.81,4,1,3,1947,0,7109.27,1,0,6.9,41.7,5.27,113010.69,1144.18,0.0
